Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
16366,Nakwijit Dispensary,Nakwijit Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,West Pokot,Kacheliba,Pokot North,Kodich,Operational,No,No,No,No,,Yes,Yes,No
11497,Kizingo Health Centre,Kizingo Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Kilifi South,Kilifi South,Mwarakaya,Operational,No,No,No,No,,Yes,Yes,No
12480,Mataka Dispensary,Mataka Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kitui,Mwingi North,Mwingi North,Kyuso,Operational,No,No,No,No,,Yes,Yes,No
12454,Makima Dispensary,Makima Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Embu,Mbeere South,Mbeere South,Makima,Operational,No,No,No,No,,Yes,Yes,No
10340,Ihururu Health Centre,Ihururu Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,14,0,Nyeri,Tetu,Tetu,Dedan Kimathi,Operational,No,No,No,No,,Yes,Yes,No
13245,Ushirika Medical Clinic,Ushirika Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,18,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,Yes,No,Yes,No,,Yes,Yes,No
12452,Makengi Clinic,Makengi Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Embu,Manyatta,Manyatta,Gaturi North,Operational,No,No,No,No,,Yes,Yes,No
10443,Kambirwa Health Centre,Kambirwa Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Muranga,Kiharu,Kiharu,Mbiri,Operational,No,No,No,No,,Yes,Yes,No
10639,Kirwara Sub District,Kirwara Sub District,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,16,0,Muranga,Gatanga,Gatanga,Gatanga,Operational,Yes,No,Yes,No,,Yes,Yes,No
12494,Mavoko Medical Clinic,Mavoko Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Machakos,Mavoko,Athi River,Athi River,Operational,No,No,No,No,,Yes,Yes,No
11613,Mikindani (MCM) Dispensary,Mikindani (MCM) Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Mombasa,Jomvu,Jomvu,Mikindani,Operational,No,No,No,No,,Yes,Yes,No
10244,Geta Bush Health Centre,Geta Bush Health centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,10,4,Nyandarua,Kipipiri,Kipipiri,Geta,Operational,No,No,No,No,,Yes,Yes,No
13755,Magwagwa (SDA) Dispensary,Magwagwa (SDA) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,1,0,Nyamira,North Mugirango,Nyamira North,Magwagwa,Operational,No,No,No,No,,Yes,Yes,No
11362,Ebenezer Medical Clinic (Malindi),Ebenezer Medical Clinic (Malindi),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kilifi,Malindi,Malindi,Malindi Town,Operational,Yes,No,Yes,No,,Yes,Yes,No
10119,Dr E K Ritho Paediatric Clinic,Dr E K Ritho Paediatric Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,No,No,No,No,,Yes,Yes,No
13131,Nyumbani Diagnostic Laboratory and Medical Clinic,Nyumbani Diagnostic Laboratory and Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,2,0,Nairobi,Langata,Langata,Karen,Operational,Yes,No,Yes,No,,Yes,Yes,No
10102,Cura (ACK) Medical Clinic,Cura (ACK) Medical Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Kiambu,Kabete,Kabete,Gitaru,Operational,No,No,Yes,No,,Yes,Yes,No
12473,Marsabit Medical Clinic,Marsabit Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Marsabit,Saku,Saku,Marsabit Central,Operational,No,No,No,No,,Yes,Yes,No
10093,Christian Community Services Wang'uru Dispensary,Christian Community Services Wang'uru Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Kirinyaga,Mwea,Kirinyaga South,Tebere,Operational,No,No,No,No,,Yes,Yes,No
10043,Baari Health Centre,Baari Health centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,15,0,Nyandarua,Ndaragwa,Ndaragwa,Kiritta,Operational,Yes,No,Yes,No,,Yes,Yes,No
11865,Tumaini Medical Clinic,Tumaini Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kwale,Kinango,Kinango,Chengoni/Samburu,Operational,No,No,No,No,,Yes,Yes,No
10054,Bcj Medical Centre,BCJ Medical Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kirinyaga,Mwea,Kirinyaga South,Tebere,Operational,No,No,No,No,,Yes,Yes,No
10033,Annunciation Catholic Dispensary,Annunciation Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,1,1,Kiambu,Ruiru,Ruiru,Mwihoko,Operational,Yes,No,Yes,No,,Yes,Yes,No
12669,Ntharene Medical Clinic,Ntharene Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Meru,South Imenti,Imenti South,Abogeta East,Operational,No,No,No,No,,Yes,Yes,No
10015,Afya Juja Clinic,Afya Juja Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Juja,Juja,Juja,Operational,No,No,No,No,,Yes,Yes,No
12667,Nkubu Medical Clinic,Nkubu Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,South Imenti,Imenti South,Nkuene,Operational,No,No,No,No,,Yes,Yes,No
12467,Emali Health Services,Emali Health Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,12,2,Makueni,Kibwezi West,Kibwezi West,Emali/Mulala,Operational,No,No,Yes,No,,Yes,Yes,No
12437,Machaka Mission Dispensary,Machaka Mission Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Meru,Buuri,Buuri,Kibirichia,Operational,No,No,No,No,,Yes,Yes,No
13378,Kamuthe Health Centre,Kamuthe Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Garissa,Fafi,Fafi,Nanighi,Operational,No,No,No,No,,Yes,Yes,No
13287,Al-Siha Nursing Home,Al-Siha Nursing Home,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Mandera,Mandera East,Mandera East,Township,Operational,No,No,No,No,,Yes,Yes,No
10691,Mariine Maternity Home,Mariine Maternity Home,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,22,0,Nyeri,Nyeri Town,Nyeri Central,Gatitu/Muruguru,Operational,No,No,No,No,,Yes,Yes,No
12343,Kisesini Dispensary,Kisesini Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Machakos,Yatta,Yatta,Katangi,Operational,No,No,No,No,,Yes,Yes,No
11156,Waka Maternity Home,Waka Maternity Home,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,12,0,Nyeri,Nyeri Town,Nyeri Central,Ruring'u,Operational,No,No,No,No,,Yes,Yes,No
11071,St Teresa Nursing Home,St Teresa Nursing Home,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,21,4,Kiambu,Kikuyu,Kikuyu,Kikuyu,Operational,Yes,No,Yes,No,,Yes,Yes,No
13203,St Francis Health Centre (Nairobi North),St Francis Health Centre (Nairobi North),None,Level 3,Basic Health Centre,HEALTH CENTRE,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Clay City,Operational,No,No,No,No,,Yes,Yes,No
12728,School For The Deaf (Machakos),School For The Deaf (Machakos),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Machakos,Machakos Town,Machakos,Machakos Central,Operational,No,No,No,No,,Yes,Yes,No
11538,Magongo (MCM) Dispensary,Magongo (MCM) Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Mombasa,Changamwe,Changamwe,Changamwe,Operational,No,No,No,No,,Yes,Yes,No
13588,Got Agulu Sub-District Hospital,Got Agulu Sub-District Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,17,0,Siaya,Bondo,Bondo,West Yimbo,Operational,Yes,No,No,No,,Yes,Yes,No
10205,Garrissa Highway Medical Clinic,Garrissa Highway Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Kamenu,Operational,No,No,No,No,,Yes,Yes,No
11716,Nguuni Health Centre,Nguuni Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Mombasa,Kisauni,Kisauni,Mtopanga,Operational,No,No,Yes,No,,Yes,Yes,No
10759,Mukuria Dispensary,Mukuria Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Muranga,Kandara,Kandara,Ruchu,Operational,No,No,No,No,,Yes,Yes,No
16500,Genesis Community Bamako Initiative,Genesis Community Bamako initiative,None,Level 3,Basic Health Centre,HEALTH CENTRE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Mutira,Operational,No,No,No,No,,Yes,Yes,No
11395,Shimo-La Tewa Health Centre (GK Prison),Shimo-La Tewa Health Centre (GK Prison),None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,24,0,Mombasa,Kisauni,Kisauni,Shanzu,Operational,Yes,No,Yes,No,,Yes,Yes,No
12385,Korr Dispensary,Don Bosco Korr Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,2,0,Marsabit,Laisamis,Laisamis,Korr/Ngurunit,Operational,No,No,No,No,,Yes,Yes,No
10879,Njambi Nursing Home,Njambi Nursing Home,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kirinyaga,Mwea,Kirinyaga South,Gathigiriri,Operational,No,No,No,No,,Yes,Yes,No
11629,Mkongani Health Centre,Mkongani Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kwale,Matuga,Matuga,Mkongani,Operational,No,No,No,No,,Yes,Yes,No
15269,Nachecheyet Dispensary,Nachecheyet Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,West Pokot,Kapenguria,West Pokot,Riwo,Operational,No,No,No,No,,Yes,Yes,No
10490,Karemeno Health Centre,Karemeno Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Nyeri,Kieni,Kieni West,Mugunda,Operational,Yes,No,No,No,,Yes,Yes,No
16225,Kaithe Medical Clinic,Kaithe Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Meru,North Imenti,Imenti North,Nyaki West,Operational,No,No,No,No,,Yes,Yes,No
10419,Kahembe Health Centre,Kahembe Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,12,0,Nyandarua,Ndaragwa,Ndaragwa,Kiritta,Operational,No,No,No,No,,Yes,Yes,No
13778,Mariwa Health Centre,Mariwa Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,8,0,Migori,Awendo,Awendo,South Sakwa,Operational,No,No,No,No,,Yes,Yes,No
13763,Mama Fridah Clinic,Mama Fridah Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,2,0,Migori,Kuria West,Kuria West,Tagare,Operational,No,No,No,No,,Yes,Yes,No
13653,Kandiege Sub-District Hospital,Kandiege Sub-District Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,36,0,Homa Bay,Karachuonyo,Karachuonyo,Kibiri,Operational,Yes,No,Yes,No,,Yes,Yes,No
13622,Isana Maternity and Nursing,Isana Maternity and Nursing,None,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,30,10,Kisii,Nyaribari Chache,Nyaribari Chache,Bobaracho,Operational,No,No,No,No,,Yes,Yes,No
10435,Kaiyaba Dispensary,Kaiyaba Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nyeri,Mathira,Mathira West,Kirimukuyu,Operational,No,No,No,No,,Yes,Yes,No
14602,June Mar Maternity and Medical Centre,June Mar Maternity And Medical Centre,None,Level 3,MEDICAL CENTER,None,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kajiado,Kajiado North,Kajiado North,Ngong,Operational,No,No,No,No,,Yes,Yes,No
10272,Githunguri Medical Plaza Clinic,Githunguri Medical Plaza Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Githunguri,Githunguri,Githunguri,Operational,No,No,No,No,,Yes,Yes,No
13559,Gesima Health Centre,Gesima Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2,0,Nyamira,Kitutu Masaba,Masaba North,Gesima,Operational,Yes,No,Yes,No,,Yes,Yes,No
13752,Magombo Health Centre,Magombo Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,10,3,Nyamira,Kitutu Masaba,Masaba North,Gachuba,Operational,Yes,No,Yes,No,,Yes,Yes,No
16448,Jasho Medical Clinic,Jasho Medical  Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Vihiga,Vihiga,Vihiga,Lugaga-wamuluma,Operational,No,No,Yes,No,,Yes,Yes,No
10168,Emmanuel Medical Clinic (Nyeri North),Emmanuel Medical Clinic (Nyeri North),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyeri,Kieni,Kieni West,Mugunda,Operational,No,No,No,No,,Yes,Yes,No
13646,Kajieyi Dispensary,Kajieyi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Homa Bay,Karachuonyo,Karachuonyo,Wang'chieng,Operational,No,No,No,No,,Yes,Yes,No
10692,Mariira Catholic Dispensary,Mariira Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Muranga,Kigumo,Kigumo,Kangari,Operational,No,No,No,No,,Yes,Yes,No
16498,Dave Laboratory,Dave Laboratory,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Kirinyaga,Gichugu,Kirinyaga East,Baragwi,Operational,No,No,No,No,,Yes,Yes,No
10941,Plaza Medical Laboratory,Plaza Medical Laboratory,None,Level 2,Laboratory,STAND ALONE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,No,No,No,No,,Yes,Yes,No
12234,Kathithi Dispensary,Kathithi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Meru,North Imenti,Imenti North,Nyaki West,Operational,No,No,No,No,,Yes,Yes,No
15877,Emukaya Clinic,Emukaya Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),3,0,Kakamega,Navakholo,Navakholo,Shinoyi-shikomari-esumeiya,Operational,No,No,No,No,,Yes,Yes,No
10920,Othaya Medical Clinic,Othaya Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Ruiru,Ruiru,Kiuu,Operational,No,No,No,No,,Yes,Yes,No
13720,Korwenje Dispensary,Korwenje Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kisumu,Seme,Seme,North Seme,Operational,No,No,No,No,,Yes,Yes,No
13121,Ngaira Rhodes Dispensary,Ngaira Rhodes Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Starehe,Starehe,Landimawe,Operational,No,No,Yes,No,,Yes,Yes,No
12200,Karia Dispensary,Karia Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Meru,South Imenti,Imenti South,Igoji West,Operational,No,No,No,No,,Yes,Yes,No
14384,Chesoen Dispensary,Chesoen Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bomet,Bomet Central,Bomet Central,Chesoen,Operational,No,No,No,No,,Yes,Yes,No
11701,Ndavaya Health centre,Ndavaya Health centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kwale,Kinango,Kinango,Ndavaya,Operational,No,No,No,No,,Yes,Yes,No
10052,Batian Laboratory Services,Batian Laboratory Services,None,Level 2,Laboratory,STAND ALONE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,No,No,No,No,,Yes,Yes,No
10908,Obeys Medical Clinic,Obeys Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Muranga,Mathioya,Mathioya,Kiru,Operational,No,No,No,No,,Yes,Yes,No
12908,Dabliu Clinic,Dabliu Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi Central,Embakasi Central,Komarock,Operational,No,No,No,No,,Yes,Yes,No
10239,Gatwe Health Centre,Gatwe Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Mutira,Operational,No,No,No,No,,Yes,Yes,No
13561,Gesure Dispensary (Sameta),Gesure Dispensary (Sameta),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kisii,Bobasi,Bobasi,Bobasi Chache,Operational,No,No,No,No,,Yes,Yes,No
12996,Kahawa Garrison Health Centre,Kahawa Garrison Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Roysambu,Roysambu,Kahawa,Operational,No,No,No,No,,Yes,Yes,No
16516,Ahadi Medical Clinic,Ahadi Medical clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kilifi,Kaloleni,Kaloleni,Mariakani,Operational,No,No,No,No,,Yes,Yes,No
11155,Wairungu Clinic,Wairungu Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Muranga,Gatanga,Gatanga,Gatanga,Operational,No,No,Yes,No,,Yes,Yes,No
13215,St Mary's Medical Clinic (Umoja II),St Mary's Medical Clinic (Umoja II),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi West,Embakasi West,Umoja II,Operational,No,No,No,No,,Yes,Yes,No
